total_hardening_effort,one_implementation,two_implementations,four_implementations
16.55,0.01000000257111505,0.0010920191082854852,0.0005387578600525275
16.6,0.01000000244572029,0.0010919692315588107,0.0005378055270523955
16.65,0.010000002326441102,0.0010919205875007322,0.0005368663349909881
16.7,0.01000000221297923,0.0010918731456176476,0.0005359400874999761
16.75,0.01000000210505096,0.0010918268761717167,0.0005350265914961644
16.8,0.010000002002386415,0.0010917817501620625,0.0005341256571187863
16.85,0.010000001904728877,0.001091737739306441,0.0005332370976681556
16.9,0.010000001811834153,0.0010916948160233733,0.0005323607295456426
16.95,0.010000001723469959,0.0010916529534147203,0.0005314963721949417
17.0,0.010000001639415336,0.001091612125248699,0.0005306438480446006
17.05,0.010000001559460108,0.0010915723059433191,0.0005298029824517813
17.1,0.01000000148340434,0.0010915334705502366,0.0005289736036472229
17.15,0.010000001411057858,0.0010914955947390092,0.0005281555426813787
17.2,0.010000001342239754,0.0010914586547817488,0.0005273486333716978
17.25,0.010000001276777947,0.001091422627538152,0.0005265527122510285
17.3,0.010000001214508752,0.00109138749044091,0.0005257676185171108
17.35,0.010000001155276462,0.0010913532214814788,0.0005249931939831392
17.4,0.010000001098932964,0.0010913197991962078,0.0005242292830293648
17.45,0.01000000104533737,0.0010912872026528119,0.0005234757325557172
17.5,0.010000000994355666,0.0010912554114371831,0.0005227323919354176
17.55,0.010000000945860368,0.001091224405640531,0.0005219991129695658
17.6,0.010000000899730214,0.0010911941658468414,0.000521275749842671
17.65,0.010000000855849853,0.0010911646731206536,0.0005205621590791133
17.7,0.010000000814109563,0.0010911359089951337,0.0005198581995005058
17.75,0.010000000774404973,0.001091107855460454,0.0005191637321839425
17.8,0.010000000736636795,0.0010910804949524559,0.0005184786204211089
17.85,0.010000000700710596,0.0010910538103415975,0.0005178027296782349
17.9,0.010000000666536536,0.0010910277849221768,0.000517135927556874
17.95,0.010000000634029166,0.0010910024024018226,0.0005164780837554847
18.0,0.010000000603107198,0.0010909776468912458,0.0005158290700318001
18.05,0.010000000573693314,0.0010909535028942494,0.000515188760165967
18.1,0.01000000054571396,0.0010909299552979835,0.0005145570299244326
18.15,0.010000000519099175,0.0010909069893634434,0.0005139337570245701
18.2,0.010000000493782411,0.001090884590716206,0.0005133188211000165
18.25,0.010000000469700359,0.0010908627453373957,0.0005127121036667151
18.3,0.010000000446792801,0.0010908414395548727,0.0005121134880896424
18.35,0.010000000425002459,0.0010908206600346447,0.000511522859550203
18.4,0.010000000404274845,0.0010908003937724878,0.0005109401050142812
18.45,0.010000000384558129,0.0010907806280857789,0.0005103651132009312
18.5,0.010000000365803006,0.0010907613506055292,0.0005097977745516935
18.55,0.010000000347962584,0.0010907425492686154,0.0005092379812005228
18.6,0.010000000330992248,0.0010907242123102067,0.0005086856269443127
18.65,0.010000000314849565,0.0010907063282563755,0.000508140607214007
18.7,0.010000000299494173,0.0010906888859168963,0.00050760281904628
18.75,0.01000000028488767,0.0010906718743782192,0.0005070721610557785
18.8,0.010000000270993533,0.0010906552829966218,0.0005065485334079067
18.85,0.010000000257777022,0.0010906391013915263,0.0005060318377921493
18.9,0.010000000245205089,0.001090623319438988,0.0005055219773959142
18.95,0.010000000233246296,0.0010906079272653417,0.000505018856878888
19.0,0.010000000221870739,0.0010905929152410065,0.0005045223823478903
19.05,0.010000000211049976,0.001090578273974444,0.0005040324613322175
19.1,0.010000000200756948,0.0010905639943062687,0.0005035490027594647
19.15,0.010000000190965915,0.0010905500673035016,0.000503071916931815
19.2,0.010000000181652398,0.0010905364842539666,0.0005026011155027872
19.25,0.010000000172793106,0.0010905232366608297,0.0005021365114544301
19.3,0.010000000164365886,0.0010905103162372667,0.0005016780190749546
19.35,0.010000000156349668,0.001090497714901271,0.0005012255539367964
19.4,0.010000000148724405,0.0010904854247705833,0.0005007790328750945
19.45,0.01000000014147103,0.0010904734381577514,0.0005003383739665829
19.5,0.010000000134571406,0.0010904617475653111,0.0004999034965088814
19.55,0.010000000128008281,0.0010904503456810846,0.0004994743210001809
19.6,0.010000000121765242,0.0010904392253736003,0.0004990507691193121
19.65,0.010000000115826682,0.0010904283796876202,0.0004986327637061898
19.7,0.010000000110177749,0.0010904178018397825,0.0004982202287426263
19.75,0.010000000104804316,0.00109040748521435,0.0004978130893335051
19.8,0.010000000099692949,0.0010903974233590647,0.0004974112716883059
19.85,0.010000000094830867,0.0010903876099811055,0.0004970147031029766
19.9,0.010000000090205912,0.0010903780389431442,0.0004966233119421417
19.95,0.010000000085806517,0.0010903687042595,0.0004962370276216423
20.0,0.010000000081621684,0.0010903596000923924,0.0004958557805913997
